2001001,23.175944310493662,16.59294387674827,10.430867032831516,76.53091484132148,4,0,0,2,0,0,11,9,0
2001002,27.3356882226006,21.761958029466825,8.558689028414157,79.82330357774073,4,0,0,5,1,0,2,10,0
2001003,25.757544631753138,21.255919028371412,9.60827286271022,83.19463082078333,4,0,0,5,0,0,2,9,1
2001004,23.711023163537618,17.132786335190474,9.073789724555269,76.54785238853255,4,0,0,3,2,1,1,10,1
2001005,27.136261024057166,22.50389855389467,10.051029430383952,83.20034675815154,4,0,0,8,6,0,7,5,1
2001006,31.375109097087005,27.28122560272251,9.53537977034764,85.22586448093075,4,0,0,11,5,0,0,7,1
2001007,28.26753930165695,21.491817594170534,9.35843239838519,76.4916043868985,4,0,0,2,3,0,3,5,0
2001008,28.679832686290073,19.3612635493979,13.515426620025677,69.87091054412947,4,0,0,2,3,0,2,8,3
2001009,28.60863474715934,15.59020947176685,10.73464370480764,60.226793303842484,4,0,0,10,8,0,7,3,1
2001010,31.151688842700256,19.775320222011366,12.043775458901509,64.26632186631721,4,0,0,7,4,0,2,7,2
2001011,36.63995196203556,30.15885494254744,11.996680092423247,79.16372808019041,4,0,0,12,12,0,2,6,1
2001012,36.17055407381302,22.55682733328012,9.991099123721579,60.327736294285934,4,0,0,12,2,1,5,10,1
2001013,36.32465716016828,23.799046790063404,8.976233680133051,62.695539455381756,4,0,1,4,6,0,4,2,1
2001014,50.11331066438726,38.585444478980946,10.689630119770408,68.6989513029478,4,1,1,6,5,0,2,3,0
2001015,52.401499564172504,42.387922061464714,11.713386485082854,71.38062449481727,4,0,0,7,7,0,2,6,2
2001016,46.7635284883184,34.20021854895805,11.932688459999385,64.8114014836704,4,0,0,0,0,0,2,4,0
2001017,58.306604356749006,38.468590567795005,11.643099300249736,50.410820990859555,4,0,0,2,3,0,3,7,0
2001018,68.92411393493018,49.58975316617522,11.134295227861472,53.30401991689839,4,0,0,7,1,1,6,8,1
2001019,60.653738541442685,45.208833995456,10.063820672840878,61.21073785947256,4,0,0,9,6,0,6,6,0
2001020,69.8096923076923,55.04608735802013,9.27770512820513,61.769095190523764,4,0,0,7,8,0,1,2,0
2001021,53.96608859676923,47.4243335794563,9.426165886266432,80.29938380437189,4,0,0,8,5,0,2,10,2
2001022,54.000746757268494,44.891733644777126,10.000911819327461,73.80864610429829,4,0,0,7,3,0,5,7,0
2001023,61.39116228811499,53.45573976845144,7.793745769311682,77.90802287085931,4,0,0,5,2,1,2,3,0
2001024,76.77362482062878,64.02352480758358,9.46911807000626,67.73295429838674,4,0,0,1,0,0,1,5,0
2001025,67.32530174743289,55.51295050288695,8.078636050911593,67.81864057552617,4,1,1,0,1,0,3,1,0
2001026,74.46876799670918,59.13953277115042,8.836744366744366,60.77582956259427,4,0,0,1,0,0,5,1,0
2001027,69.56971378294908,56.026031566472746,9.175004575858466,64.62174100409395,4,0,0,1,1,0,0,6,0
2001028,76.84875804018878,57.13635751471806,7.522159207542666,53.93474480611103,4,1,0,3,0,0,1,3,0
2001029,79.52362366054051,69.70779692754844,6.450011398171504,74.07129396690755,4,1,0,3,1,0,2,5,0
2001030,75.53435719373219,66.05743793243794,8.56556570063923,73.89825752950753,4,1,1,1,1,0,3,3,0
