01/01/2006,38.304597701149426,32.94252873563219,8.448275862068966,82.04022988505747,7,0,0,0,0,0,2,0,0
01/01/2007,38.01149425287356,30.14857142857143,11.954285714285714,74.20689655172414,7,0,0,0,0,0,1,0,0
01/01/2008,20.173387096774192,15.100806451612904,14.233870967741936,80.76209677419355,7,0,0,0,0,0,1,0,0
01/01/2009,25.42763157894737,16.164473684210527,13.243421052631579,67.79605263157895,7,0,0,0,0,0,4,0,0
01/01/2010,10.709923664122137,2.763358778625954,8.812903225806451,70.29007633587786,7,0,0,0,0,0,4,0,0
01/01/2011,25.608695652173914,13.993788819875776,18.248447204968944,61.391304347826086,7,0,0,0,0,0,4,0,0
01/01/2012,36.13609467455621,27.502958579881657,18.88757396449704,71.2603550295858,7,0,0,0,0,0,4,0,0
01/01/2013,19.223684210526315,6.75,7.243421052631579,59.00657894736842,7,0,0,0,0,0,4,0,0
01/01/2014,19.3125,14.91015625,10.6171875,82.71875,7,0,0,1,0,0,0,0,0
01/01/2015,23.11842105263158,10.388157894736842,13.93421052631579,58.473684210526315,7,0,0,1,0,0,0,0,0
01/01/2016,25.490683229813666,18.279503105590063,13.677018633540373,74.13664596273291,7,0,0,0,0,0,1,0,0
01/01/2017,28.94078947368421,20.888157894736842,4.131578947368421,74.0592105263158,7,0,0,0,0,0,1,0,0
01/01/2018,-3.5328947368421053,-12.736842105263158,9.460526315789474,64.27631578947368,7,0,0,1,0,0,0,1,0
01/02/2001,11.14,6.5,8.58,81.74,7,0,0,1,0,0,0,1,0
01/02/2002,22.346153846153847,11.692307692307692,5.34,65.11538461538461,7,0,0,1,0,0,0,1,0
01/02/2003,28.733333333333334,23.783333333333335,11.233333333333333,81.26666666666667,7,0,0,1,0,0,0,1,0
01/02/2004,50.65573770491803,48.16393442622951,10.352941176470589,91.81967213114754,7,0,0,1,0,0,0,1,0
01/02/2005,44.33766233766234,41.714285714285715,9.363636363636363,90.77922077922078,7,0,0,1,0,0,0,1,0
01/02/2006,41.514150943396224,40.155660377358494,10.641509433962264,95.10849056603773,7,0,0,1,0,0,0,1,0
01/02/2007,34.2828947368421,27.717105263157894,7.072368421052632,78.01973684210526,7,0,0,1,0,0,0,1,0
01/02/2008,9.406976744186046,2.38953488372093,9.319767441860465,73.11627906976744,7,0,0,1,0,0,0,1,0
01/02/2009,25.428571428571427,12.74025974025974,8.012987012987013,59.47402597402598,7,0,0,1,0,0,0,1,0
01/02/2010,6.992537313432836,-3.6417910447761193,10.183544303797468,61.88805970149254,7,0,0,1,0,0,0,1,0
01/02/2011,19.82236842105263,8.625,10.921052631578947,62.38157894736842,7,0,0,1,0,0,0,1,0
01/02/2012,22.463541666666668,11.703125,16.78125,63.776041666666664,7,0,0,1,0,0,0,1,0
01/02/2013,18.468354430379748,6.962025316455696,7.9113924050632916,61.924050632911396,7,0,0,1,0,0,0,1,0
01/02/2014,16.570833333333333,10.625,12.433333333333334,77.4125,7,0,0,1,0,0,0,1,0
01/02/2015,27.06578947368421,18.44078947368421,3.723684210526316,70.84868421052632,7,0,0,1,0,0,0,1,0
01/02/2016,27.842767295597483,20.31446540880503,11.025157232704403,73.59119496855345,7,0,0,1,0,0,0,1,0
01/02/2017,36.310880829015545,33.55958549222798,5.238341968911917,90.0,7,0,0,1,0,0,0,1,0
01/02/2018,-1.519736842105263,-9.44078947368421,10.105263157894736,69.36842105263158,7,0,0,1,0,0,0,1,0
01/03/2001,20.34285714285714,17.257142857142856,11.82857142857143,87.18571428571428,7,0,0,1,0,0,0,1,0
01/03/2002,20.862745098039216,11.313725490196079,7.76,67.74509803921569,7,0,0,1,0,0,0,1,0
01/03/2003,28.214285714285715,20.892857142857142,8.214285714285714,75.08928571428571,7,0,0,1,0,0,0,1,0
01/03/2004,38.483333333333334,29.85,9.6,72.48333333333333,7,0,0,1,0,0,0,1,0
